timestamp,index,power_draw_w,utilization_gpu_pct,clocks_sm_mhz,clocks_mem_mhz
2026/02/23 16:20:58.021, 0, 83.97, 0, 1410, 1215
2026/02/23 16:20:58.025, 1, 54.81, 0, 210, 1215
2026/02/23 16:20:58.030, 2, 57.12, 0, 210, 1215
2026/02/23 16:20:58.037, 3, 55.47, 0, 210, 1215
2026/02/23 16:20:58.093, 0, 83.97, 0, 1410, 1215
2026/02/23 16:20:58.093, 1, 54.81, 0, 210, 1215
2026/02/23 16:20:58.093, 2, 57.12, 0, 210, 1215
2026/02/23 16:20:58.096, 3, 55.47, 0, 210, 1215
2026/02/23 16:20:58.147, 0, 83.97, 0, 1410, 1215
2026/02/23 16:20:58.147, 1, 54.81, 0, 210, 1215
2026/02/23 16:20:58.147, 2, 57.12, 0, 210, 1215
2026/02/23 16:20:58.147, 3, 55.47, 0, 210, 1215
2026/02/23 16:20:58.198, 0, 83.69, 0, 1410, 1215
2026/02/23 16:20:58.198, 1, 54.81, 0, 210, 1215
2026/02/23 16:20:58.198, 2, 57.12, 0, 210, 1215
2026/02/23 16:20:58.198, 3, 55.47, 0, 210, 1215
2026/02/23 16:20:58.248, 0, 83.69, 0, 1410, 1215
2026/02/23 16:20:58.248, 1, 54.81, 0, 210, 1215
2026/02/23 16:20:58.248, 2, 57.12, 0, 210, 1215
2026/02/23 16:20:58.248, 3, 55.47, 0, 210, 1215
2026/02/23 16:20:58.298, 0, 83.69, 0, 1410, 1215
2026/02/23 16:20:58.298, 1, 54.81, 0, 210, 1215
2026/02/23 16:20:58.299, 2, 57.12, 0, 210, 1215
2026/02/23 16:20:58.299, 3, 55.47, 0, 210, 1215
2026/02/23 16:20:58.349, 0, 76.87, 0, 1095, 1215
2026/02/23 16:20:58.349, 1, 54.81, 0, 210, 1215
2026/02/23 16:20:58.349, 2, 57.12, 0, 210, 1215
2026/02/23 16:20:58.349, 3, 55.47, 0, 210, 1215
2026/02/23 16:20:58.399, 0, 76.87, 0, 1095, 1215
2026/02/23 16:20:58.399, 1, 54.81, 0, 210, 1215
2026/02/23 16:20:58.400, 2, 57.12, 0, 210, 1215
2026/02/23 16:20:58.400, 3, 55.47, 0, 210, 1215
2026/02/23 16:20:58.450, 0, 65.71, 0, 1095, 1215
2026/02/23 16:20:58.450, 1, 54.81, 0, 210, 1215
2026/02/23 16:20:58.450, 2, 57.12, 0, 210, 1215
2026/02/23 16:20:58.450, 3, 55.53, 0, 210, 1215
2026/02/23 16:20:58.500, 0, 65.71, 0, 1095, 1215
2026/02/23 16:20:58.501, 1, 54.81, 0, 210, 1215
2026/02/23 16:20:58.501, 2, 57.12, 0, 210, 1215
2026/02/23 16:20:58.501, 3, 55.53, 0, 210, 1215
2026/02/23 16:20:58.551, 0, 65.65, 0, 1095, 1215
2026/02/23 16:20:58.551, 1, 54.81, 0, 210, 1215
2026/02/23 16:20:58.551, 2, 57.12, 0, 210, 1215
2026/02/23 16:20:58.551, 3, 55.47, 0, 210, 1215
2026/02/23 16:20:58.601, 0, 65.65, 0, 1095, 1215
2026/02/23 16:20:58.601, 1, 54.81, 0, 210, 1215
2026/02/23 16:20:58.602, 2, 57.12, 0, 210, 1215
2026/02/23 16:20:58.602, 3, 55.47, 0, 210, 1215
