device,sm_count,threads_per_block,blocks,total_threads,warmup_runs,target_launches_per_run,launches_per_run_used,stride_bytes,stride_elements,run_idx,kernel_ms,read_bytes,achieved_bandwidth_gbps
"NVIDIA A100-SXM4-40GB",108,256,432,110592,5,64,9,2048,256,16,0.116736,7962624,68.2105
"NVIDIA A100-SXM4-40GB",108,256,432,110592,5,64,9,2048,256,17,0.118784,7962624,67.0345
"NVIDIA A100-SXM4-40GB",108,256,432,110592,5,64,9,2048,256,18,0.11776,7962624,67.6174
"NVIDIA A100-SXM4-40GB",108,256,432,110592,5,64,9,2048,256,19,0.118784,7962624,67.0345
"NVIDIA A100-SXM4-40GB",108,256,432,110592,5,64,9,4096,512,0,0.120832,7962624,65.8983
"NVIDIA A100-SXM4-40GB",108,256,432,110592,5,64,9,4096,512,1,0.119808,7962624,66.4615
"NVIDIA A100-SXM4-40GB",108,256,432,110592,5,64,9,4096,512,2,0.120832,7962624,65.8983
"NVIDIA A100-SXM4-40GB",108,256,432,110592,5,64,9,4096,512,3,0.120832,7962624,65.8983
"NVIDIA A100-SXM4-40GB",108,256,432,110592,5,64,9,4096,512,4,0.120832,7962624,65.8983
"NVIDIA A100-SXM4-40GB",108,256,432,110592,5,64,9,4096,512,5,0.119808,7962624,66.4615
"NVIDIA A100-SXM4-40GB",108,256,432,110592,5,64,9,4096,512,6,0.119808,7962624,66.4615
"NVIDIA A100-SXM4-40GB",108,256,432,110592,5,64,9,4096,512,7,0.119808,7962624,66.4615
"NVIDIA A100-SXM4-40GB",108,256,432,110592,5,64,9,4096,512,8,0.121856,7962624,65.3445
"NVIDIA A100-SXM4-40GB",108,256,432,110592,5,64,9,4096,512,9,0.120832,7962624,65.8983
"NVIDIA A100-SXM4-40GB",108,256,432,110592,5,64,9,4096,512,10,0.120832,7962624,65.8983
"NVIDIA A100-SXM4-40GB",108,256,432,110592,5,64,9,4096,512,11,0.120832,7962624,65.8983
"NVIDIA A100-SXM4-40GB",108,256,432,110592,5,64,9,4096,512,12,0.121856,7962624,65.3445
"NVIDIA A100-SXM4-40GB",108,256,432,110592,5,64,9,4096,512,13,0.119808,7962624,66.4615
"NVIDIA A100-SXM4-40GB",108,256,432,110592,5,64,9,4096,512,14,0.120832,7962624,65.8983
"NVIDIA A100-SXM4-40GB",108,256,432,110592,5,64,9,4096,512,15,0.119808,7962624,66.4615
"NVIDIA A100-SXM4-40GB",108,256,432,110592,5,64,9,4096,512,16,0.119808,7962624,66.4615
"NVIDIA A100-SXM4-40GB",108,256,432,110592,5,64,9,4096,512,17,0.120832,7962624,65.8983
"NVIDIA A100-SXM4-40GB",108,256,432,110592,5,64,9,4096,512,18,0.118784,7962624,67.0345
"NVIDIA A100-SXM4-40GB",108,256,432,110592,5,64,9,4096,512,19,0.119808,7962624,66.4615
"NVIDIA A100-SXM4-40GB",108,256,432,110592,5,64,9,8192,1024,0,0.118784,7962624,67.0345
"NVIDIA A100-SXM4-40GB",108,256,432,110592,5,64,9,8192,1024,1,0.11776,7962624,67.6174
"NVIDIA A100-SXM4-40GB",108,256,432,110592,5,64,9,8192,1024,2,0.118784,7962624,67.0345
"NVIDIA A100-SXM4-40GB",108,256,432,110592,5,64,9,8192,1024,3,0.118784,7962624,67.0345
"NVIDIA A100-SXM4-40GB",108,256,432,110592,5,64,9,8192,1024,4,0.11776,7962624,67.6174
