timestamp,index,power_draw_w,utilization_gpu_pct,clocks_sm_mhz,clocks_mem_mhz
2026/02/23 16:18:54.582, 3, 55.47, 0, 210, 1215
2026/02/23 16:18:54.632, 0, 181.12, 0, 1095, 1215
2026/02/23 16:18:54.632, 1, 55.08, 0, 210, 1215
2026/02/23 16:18:54.632, 2, 57.34, 0, 210, 1215
2026/02/23 16:18:54.632, 3, 55.41, 0, 210, 1215
2026/02/23 16:18:54.682, 0, 186.40, 77, 1410, 1215
2026/02/23 16:18:54.683, 1, 55.03, 0, 210, 1215
2026/02/23 16:18:54.683, 2, 57.34, 0, 210, 1215
2026/02/23 16:18:54.683, 3, 55.41, 0, 210, 1215
2026/02/23 16:18:54.733, 0, 186.40, 77, 1410, 1215
2026/02/23 16:18:54.733, 1, 55.03, 0, 210, 1215
2026/02/23 16:18:54.733, 2, 57.34, 0, 210, 1215
2026/02/23 16:18:54.733, 3, 55.47, 0, 210, 1215
2026/02/23 16:18:54.783, 0, 340.29, 77, 1410, 1215
2026/02/23 16:18:54.783, 1, 54.97, 0, 210, 1215
2026/02/23 16:18:54.784, 2, 57.28, 0, 210, 1215
2026/02/23 16:18:54.784, 3, 55.47, 0, 210, 1215
2026/02/23 16:18:54.834, 0, 340.29, 77, 1410, 1215
2026/02/23 16:18:54.834, 1, 54.97, 0, 210, 1215
2026/02/23 16:18:54.834, 2, 57.28, 0, 210, 1215
2026/02/23 16:18:54.834, 3, 55.41, 0, 210, 1215
2026/02/23 16:18:54.884, 0, 340.29, 77, 1410, 1215
2026/02/23 16:18:54.884, 1, 55.03, 0, 210, 1215
2026/02/23 16:18:54.884, 2, 57.28, 0, 210, 1215
2026/02/23 16:18:54.885, 3, 55.41, 0, 210, 1215
2026/02/23 16:18:54.935, 0, 343.17, 100, 1410, 1215
2026/02/23 16:18:54.935, 1, 55.03, 0, 210, 1215
2026/02/23 16:18:54.935, 2, 57.28, 0, 210, 1215
2026/02/23 16:18:54.935, 3, 55.41, 0, 210, 1215
2026/02/23 16:18:54.985, 0, 354.09, 100, 1410, 1215
2026/02/23 16:18:54.985, 1, 54.97, 0, 210, 1215
2026/02/23 16:18:54.985, 2, 57.28, 0, 210, 1215
2026/02/23 16:18:54.985, 3, 55.41, 0, 210, 1215
2026/02/23 16:18:55.036, 0, 354.09, 100, 1410, 1215
2026/02/23 16:18:55.036, 1, 54.97, 0, 210, 1215
2026/02/23 16:18:55.036, 2, 57.28, 0, 210, 1215
2026/02/23 16:18:55.036, 3, 55.63, 0, 210, 1215
2026/02/23 16:18:55.086, 0, 356.18, 100, 1410, 1215
2026/02/23 16:18:55.086, 1, 54.97, 0, 210, 1215
2026/02/23 16:18:55.086, 2, 57.28, 0, 210, 1215
2026/02/23 16:18:55.086, 3, 55.63, 0, 210, 1215
2026/02/23 16:18:55.136, 0, 356.18, 100, 1410, 1215
2026/02/23 16:18:55.137, 1, 54.97, 0, 210, 1215
2026/02/23 16:18:55.137, 2, 57.28, 0, 210, 1215
2026/02/23 16:18:55.137, 3, 55.69, 0, 210, 1215
2026/02/23 16:18:55.187, 0, 357.33, 100, 1410, 1215
2026/02/23 16:18:55.187, 1, 54.97, 0, 210, 1215
2026/02/23 16:18:55.187, 2, 57.28, 0, 210, 1215
2026/02/23 16:18:55.187, 3, 55.69, 0, 210, 1215
2026/02/23 16:18:55.237, 0, 357.33, 100, 1410, 1215
2026/02/23 16:18:55.237, 1, 54.97, 0, 210, 1215
2026/02/23 16:18:55.238, 2, 57.28, 0, 210, 1215
2026/02/23 16:18:55.238, 3, 55.35, 0, 210, 1215
2026/02/23 16:18:55.288, 0, 357.33, 100, 1410, 1215
2026/02/23 16:18:55.288, 1, 54.97, 0, 210, 1215
2026/02/23 16:18:55.288, 2, 57.28, 0, 210, 1215
2026/02/23 16:18:55.288, 3, 55.35, 0, 210, 1215
2026/02/23 16:18:55.338, 0, 358.26, 100, 1410, 1215
2026/02/23 16:18:55.338, 1, 54.97, 0, 210, 1215
2026/02/23 16:18:55.338, 2, 57.28, 0, 210, 1215
2026/02/23 16:18:55.339, 3, 55.35, 0, 210, 1215
2026/02/23 16:18:55.389, 0, 359.18, 100, 1410, 1215
2026/02/23 16:18:55.389, 1, 54.97, 0, 210, 1215
2026/02/23 16:18:55.389, 2, 57.28, 0, 210, 1215
2026/02/23 16:18:55.389, 3, 55.35, 0, 210, 1215
2026/02/23 16:18:55.439, 0, 359.18, 100, 1410, 1215
2026/02/23 16:18:55.439, 1, 54.97, 0, 210, 1215
2026/02/23 16:18:55.439, 2, 57.28, 0, 210, 1215
2026/02/23 16:18:55.439, 3, 55.41, 0, 210, 1215
2026/02/23 16:18:55.490, 0, 359.18, 100, 1410, 1215
2026/02/23 16:18:55.490, 1, 54.97, 0, 210, 1215
2026/02/23 16:18:55.490, 2, 57.28, 0, 210, 1215
2026/02/23 16:18:55.490, 3, 55.41, 0, 210, 1215
2026/02/23 16:18:55.540, 0, 360.06, 100, 1410, 1215
2026/02/23 16:18:55.540, 1, 54.97, 0, 210, 1215
2026/02/23 16:18:55.540, 2, 57.28, 0, 210, 1215
2026/02/23 16:18:55.540, 3, 55.41, 0, 210, 1215
2026/02/23 16:18:55.591, 0, 360.06, 100, 1410, 1215
2026/02/23 16:18:55.591, 1, 54.97, 0, 210, 1215
2026/02/23 16:18:55.591, 2, 57.28, 0, 210, 1215
2026/02/23 16:18:55.591, 3, 55.41, 0, 210, 1215
2026/02/23 16:18:55.641, 0, 359.69, 100, 1410, 1215
2026/02/23 16:18:55.641, 1, 54.97, 0, 210, 1215
2026/02/23 16:18:55.641, 2, 57.28, 0, 210, 1215
2026/02/23 16:18:55.641, 3, 55.63, 0, 210, 1215
2026/02/23 16:18:55.691, 0, 359.69, 100, 1410, 1215
2026/02/23 16:18:55.692, 1, 54.97, 0, 210, 1215
2026/02/23 16:18:55.692, 2, 57.28, 0, 210, 1215
2026/02/23 16:18:55.692, 3, 55.41, 0, 210, 1215
2026/02/23 16:18:55.742, 0, 359.69, 100, 1410, 1215
2026/02/23 16:18:55.742, 1, 54.97, 0, 210, 1215
2026/02/23 16:18:55.742, 2, 57.28, 0, 210, 1215
2026/02/23 16:18:55.742, 3, 55.41, 0, 210, 1215
2026/02/23 16:18:55.792, 0, 359.69, 100, 1410, 1215
2026/02/23 16:18:55.792, 1, 54.97, 0, 210, 1215
2026/02/23 16:18:55.793, 2, 57.28, 0, 210, 1215
2026/02/23 16:18:55.793, 3, 55.35, 0, 210, 1215
2026/02/23 16:18:55.843, 0, 365.62, 100, 1410, 1215
2026/02/23 16:18:55.843, 1, 54.97, 0, 210, 1215
2026/02/23 16:18:55.843, 2, 57.28, 0, 210, 1215
2026/02/23 16:18:55.843, 3, 55.35, 0, 210, 1215
2026/02/23 16:18:55.893, 0, 365.62, 100, 1410, 1215
2026/02/23 16:18:55.893, 1, 54.97, 0, 210, 1215
2026/02/23 16:18:55.893, 2, 57.28, 0, 210, 1215
2026/02/23 16:18:55.894, 3, 55.35, 0, 210, 1215
2026/02/23 16:18:55.944, 0, 366.22, 100, 1410, 1215
2026/02/23 16:18:55.945, 1, 54.97, 0, 210, 1215
2026/02/23 16:18:55.945, 2, 57.28, 0, 210, 1215
2026/02/23 16:18:55.945, 3, 55.35, 0, 210, 1215
2026/02/23 16:18:55.995, 0, 366.22, 100, 1410, 1215
2026/02/23 16:18:55.995, 1, 54.97, 0, 210, 1215
2026/02/23 16:18:55.995, 2, 57.28, 0, 210, 1215
2026/02/23 16:18:55.995, 3, 55.35, 0, 210, 1215
2026/02/23 16:18:56.045, 0, 361.17, 100, 1410, 1215
2026/02/23 16:18:56.046, 1, 54.97, 0, 210, 1215
2026/02/23 16:18:56.047, 2, 57.28, 0, 210, 1215
2026/02/23 16:18:56.047, 3, 55.35, 0, 210, 1215
2026/02/23 16:18:56.097, 0, 361.17, 100, 1410, 1215
2026/02/23 16:18:56.097, 1, 54.97, 0, 210, 1215
2026/02/23 16:18:56.097, 2, 57.28, 0, 210, 1215
2026/02/23 16:18:56.097, 3, 55.35, 0, 210, 1215
2026/02/23 16:18:56.147, 0, 366.22, 100, 1410, 1215
2026/02/23 16:18:56.148, 1, 54.97, 0, 210, 1215
2026/02/23 16:18:56.148, 2, 57.28, 0, 210, 1215
2026/02/23 16:18:56.148, 3, 55.35, 0, 210, 1215
2026/02/23 16:18:56.199, 0, 366.22, 100, 1410, 1215
2026/02/23 16:18:56.200, 1, 54.97, 0, 210, 1215
2026/02/23 16:18:56.200, 2, 57.28, 0, 210, 1215
2026/02/23 16:18:56.200, 3, 55.35, 0, 210, 1215
2026/02/23 16:18:56.250, 0, 367.10, 100, 1410, 1215
2026/02/23 16:18:56.250, 1, 54.97, 0, 210, 1215
2026/02/23 16:18:56.250, 2, 57.28, 0, 210, 1215
2026/02/23 16:18:56.250, 3, 55.35, 0, 210, 1215
2026/02/23 16:18:56.300, 0, 367.10, 100, 1410, 1215
2026/02/23 16:18:56.300, 1, 54.97, 0, 210, 1215
2026/02/23 16:18:56.300, 2, 57.22, 0, 210, 1215
2026/02/23 16:18:56.301, 3, 55.35, 0, 210, 1215
2026/02/23 16:18:56.351, 0, 367.37, 100, 1410, 1215
2026/02/23 16:18:56.351, 1, 54.97, 0, 210, 1215
2026/02/23 16:18:56.351, 2, 57.22, 0, 210, 1215
2026/02/23 16:18:56.351, 3, 55.35, 0, 210, 1215
2026/02/23 16:18:56.401, 0, 367.37, 100, 1410, 1215
2026/02/23 16:18:56.402, 1, 54.97, 0, 210, 1215
2026/02/23 16:18:56.402, 2, 57.28, 0, 210, 1215
2026/02/23 16:18:56.402, 3, 55.35, 0, 210, 1215
2026/02/23 16:18:56.453, 0, 362.05, 100, 1410, 1215
2026/02/23 16:18:56.453, 1, 54.97, 0, 210, 1215
2026/02/23 16:18:56.453, 2, 57.28, 0, 210, 1215
2026/02/23 16:18:56.453, 3, 55.35, 0, 210, 1215
2026/02/23 16:18:56.503, 0, 362.05, 100, 1410, 1215
2026/02/23 16:18:56.503, 1, 54.97, 0, 210, 1215
2026/02/23 16:18:56.503, 2, 57.28, 0, 210, 1215
2026/02/23 16:18:56.503, 3, 55.35, 0, 210, 1215
2026/02/23 16:18:56.554, 0, 366.77, 100, 1410, 1215
2026/02/23 16:18:56.554, 1, 54.97, 0, 210, 1215
2026/02/23 16:18:56.554, 2, 57.28, 0, 210, 1215
2026/02/23 16:18:56.554, 3, 55.35, 0, 210, 1215
2026/02/23 16:18:56.604, 0, 366.77, 100, 1410, 1215
2026/02/23 16:18:56.604, 1, 54.97, 0, 210, 1215
2026/02/23 16:18:56.604, 2, 57.28, 0, 210, 1215
2026/02/23 16:18:56.604, 3, 55.63, 0, 210, 1215
2026/02/23 16:18:56.654, 0, 367.37, 100, 1410, 1215
2026/02/23 16:18:56.655, 1, 54.97, 0, 210, 1215
2026/02/23 16:18:56.655, 2, 57.28, 0, 210, 1215
2026/02/23 16:18:56.655, 3, 55.63, 0, 210, 1215
2026/02/23 16:18:56.705, 0, 367.37, 100, 1410, 1215
2026/02/23 16:18:56.705, 1, 54.97, 0, 210, 1215
2026/02/23 16:18:56.705, 2, 57.28, 0, 210, 1215
2026/02/23 16:18:56.705, 3, 55.69, 0, 210, 1215
2026/02/23 16:18:56.755, 0, 363.53, 100, 1410, 1215
2026/02/23 16:18:56.755, 1, 54.97, 0, 210, 1215
2026/02/23 16:18:56.756, 2, 57.28, 0, 210, 1215
2026/02/23 16:18:56.756, 3, 55.69, 0, 210, 1215
2026/02/23 16:18:56.806, 0, 363.53, 100, 1410, 1215
2026/02/23 16:18:56.806, 1, 54.97, 0, 210, 1215
2026/02/23 16:18:56.806, 2, 57.28, 0, 210, 1215
2026/02/23 16:18:56.806, 3, 55.35, 0, 210, 1215
2026/02/23 16:18:56.856, 0, 368.25, 100, 1410, 1215
2026/02/23 16:18:56.856, 1, 54.97, 0, 210, 1215
2026/02/23 16:18:56.856, 2, 57.28, 0, 210, 1215
2026/02/23 16:18:56.857, 3, 55.35, 0, 210, 1215
2026/02/23 16:18:56.907, 0, 368.25, 100, 1410, 1215
2026/02/23 16:18:56.907, 1, 54.97, 0, 210, 1215
2026/02/23 16:18:56.907, 2, 57.28, 0, 210, 1215
2026/02/23 16:18:56.907, 3, 55.41, 0, 210, 1215
2026/02/23 16:18:56.957, 0, 368.85, 100, 1410, 1215
2026/02/23 16:18:56.957, 1, 54.97, 0, 210, 1215
2026/02/23 16:18:56.957, 2, 57.28, 0, 210, 1215
2026/02/23 16:18:56.957, 3, 55.41, 0, 210, 1215
2026/02/23 16:18:57.008, 0, 368.85, 100, 1410, 1215
2026/02/23 16:18:57.008, 1, 54.97, 0, 210, 1215
2026/02/23 16:18:57.008, 2, 57.28, 0, 210, 1215
2026/02/23 16:18:57.008, 3, 55.35, 0, 210, 1215
2026/02/23 16:18:57.058, 0, 368.85, 100, 1410, 1215
2026/02/23 16:18:57.058, 1, 54.97, 0, 210, 1215
2026/02/23 16:18:57.058, 2, 57.28, 0, 210, 1215
2026/02/23 16:18:57.058, 3, 55.35, 0, 210, 1215
2026/02/23 16:18:57.108, 0, 368.85, 100, 1410, 1215
2026/02/23 16:18:57.109, 1, 54.97, 0, 210, 1215
2026/02/23 16:18:57.109, 2, 57.28, 0, 210, 1215
2026/02/23 16:18:57.109, 3, 55.63, 0, 210, 1215
2026/02/23 16:18:57.159, 0, 369.12, 100, 1410, 1215
2026/02/23 16:18:57.159, 1, 54.97, 0, 210, 1215
2026/02/23 16:18:57.159, 2, 57.28, 0, 210, 1215
2026/02/23 16:18:57.159, 3, 55.63, 0, 210, 1215
2026/02/23 16:18:57.209, 0, 369.12, 100, 1410, 1215
2026/02/23 16:18:57.209, 1, 54.97, 0, 210, 1215
2026/02/23 16:18:57.210, 2, 57.28, 0, 210, 1215
2026/02/23 16:18:57.210, 3, 55.41, 0, 210, 1215
2026/02/23 16:18:57.260, 0, 368.85, 100, 1410, 1215
2026/02/23 16:18:57.260, 1, 54.97, 0, 210, 1215
2026/02/23 16:18:57.260, 2, 57.28, 0, 210, 1215
2026/02/23 16:18:57.260, 3, 55.41, 0, 210, 1215
2026/02/23 16:18:57.310, 0, 368.85, 100, 1410, 1215
2026/02/23 16:18:57.310, 1, 54.97, 0, 210, 1215
2026/02/23 16:18:57.310, 2, 57.28, 0, 210, 1215
2026/02/23 16:18:57.311, 3, 55.63, 0, 210, 1215
2026/02/23 16:18:57.361, 0, 368.58, 100, 1410, 1215
2026/02/23 16:18:57.361, 1, 54.97, 0, 210, 1215
2026/02/23 16:18:57.361, 2, 57.28, 0, 210, 1215
2026/02/23 16:18:57.361, 3, 55.63, 0, 210, 1215
2026/02/23 16:18:57.411, 0, 368.58, 100, 1410, 1215
2026/02/23 16:18:57.411, 1, 54.97, 0, 210, 1215
2026/02/23 16:18:57.411, 2, 57.28, 0, 210, 1215
2026/02/23 16:18:57.411, 3, 55.41, 0, 210, 1215
2026/02/23 16:18:57.462, 0, 363.86, 100, 1410, 1215
2026/02/23 16:18:57.462, 1, 54.97, 0, 210, 1215
2026/02/23 16:18:57.462, 2, 57.28, 0, 210, 1215
2026/02/23 16:18:57.462, 3, 55.41, 0, 210, 1215
2026/02/23 16:18:57.512, 0, 363.86, 100, 1410, 1215
2026/02/23 16:18:57.512, 1, 54.97, 0, 210, 1215
2026/02/23 16:18:57.512, 2, 57.28, 0, 210, 1215
2026/02/23 16:18:57.512, 3, 55.35, 0, 210, 1215
2026/02/23 16:18:57.562, 0, 368.58, 100, 1410, 1215
